MasterDataType,MainOrganizationId,OrganizationMainIndex,OrganizationId,GovernmentOfficeOrganizationAffiliation,OrganizationName,Alias,UnifiedSocialCreditCode,OrganizationOperationStatus,OrganizationOperationStatusCode,SuperiorSupervisoryOrganization,SuperiorSupervisoryOrganizationMainIndex,EconomicType,EconomicTypeCode,CivilAdministrativeDivisionDistrictCounty,CivilAdministrativeDivisionDistrictCountyCode,CivilAdministrativeDivisionStreet,CivilAdministrativeDivisionStreetCode,DetailedAddress,GeographicalLongitude,GeographicalLatitude,OrganizationPostcode,OrganizationContactTelephone,OrganizationEmail,OrganizationWebsiteDomain,MedicalInstitutionPracticingLicenseRegistrationNumber,HealthInstitutionOrganizationCode,HealthInstitutionCategory,HealthInstitutionCategoryCode,SecondaryOrganizationName,SecondaryOrganizationMainIndexNumber,SecondaryOrganizationType,SecondaryOrganizationTypeCode,ThreeLevelAccreditationGradeOfChineseHospitalsGrade,ThreeLevelAccreditationGradeOfChineseHospitalsGradeCode,OrganizationClassificationManagementType,OrganizationClassificationManagementTypeCode,SuperiorOrganization,SuperiorOrganizationMainIndexNumber,PersonInChargeName,PersonInChargeTelephone
组织机构主数据,,3a31bf9b-2bb1-4600-99d2-2c491ab70870,500233103KAH,,忠县乌杨街道庙塘村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2a3f8473-a928-4ea4-802d-32e95c09455d,500233103KAK,,忠县乌杨街道上坝村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,211c16b1-7acd-423a-82fe-f95a937e671b,500233103KAL,,忠县乌杨街道楠木村水井湾卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f728d211-3e4a-407f-ae42-cae98b85800b,500233103KAN,,忠县乌杨街道楠木村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c53cef33-918b-4cee-8017-e569faf23f42,500233103KAO,,忠县乌杨街道白坪村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bcce65b2-6654-49f2-b014-6e7ab1e2b4f8,500233103KAP,,忠县乌杨街道青岭社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e6fecbf5-4dc4-48af-bda5-3d20d878f5da,500233103KAS,,忠县乌杨街道太集村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,72d7b247-6538-4bdf-9143-2a8252bb7c96,500233103KAT,,忠县乌杨街道文峰社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,66054c3a-8f85-476b-92d0-674f39d44224,500233103KAV,,忠县乌杨街道五岭社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c623ad34-9212-4449-95de-1c610598c891,500233103KAX,,忠县乌杨街道心合村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1833cee9-c4f1-4b20-9f2b-a28fe6206503,500233103KAY,,忠县乌杨街道沿溪社区居委白树弯卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,21af2842-cf99-4597-bd4a-398d8aa42711,500233103KAZ,,忠县乌杨街道沿溪社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,94867c5a-ea4d-48d7-ba7f-f5f75b101ef9,500233103KB0,,忠县乌杨街道杨峰村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ab851baa-c0ec-41af-8ced-3abbcff83c24,500233104KAB,,忠县洋渡镇大关村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a957846d-e65c-42a3-890f-57fa0b947e0b,500233104KAE,,忠县洋渡镇花岭村陡坎子卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,97163324-2de5-4d91-a064-dcd1348ec445,500233104KAF,,忠县洋渡镇建设村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9d8a5e96-26b7-45aa-a9ac-2b7f18bffa22,500233104KAK,,忠县洋渡镇金台村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a22d89f7-536f-4c61-b7ed-5c5c7d3a0584,500233104KAM,,忠县洋渡镇金竹村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1fc1a44b-cbb9-4ded-9d64-ba0108aa9b30,500233104KAQ,,忠县洋渡镇蒲家村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7e1c6f74-c36b-401a-a053-fe96412c0aff,500233104KAS,,忠县洋渡镇上祠村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2f7f5097-08e8-4487-a68b-a8754d0f3360,500233104KAX,,忠县洋渡镇沿江村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c713191e-3f95-4930-bed9-0366edfebaa5,500233104KAZ,,忠县洋渡镇沿江村余塘卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ea7b7f15-22fe-4623-853e-07b4ec1c00a0,500233104KB0,,忠县洋渡镇渔洞村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1e994586-d489-494c-a897-4915a51ef627,500233104KB1,,忠县洋渡镇渔洞村居民点卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5f28f48a-b01f-4725-a24e-b38924bebea9,500233107KAB,,忠县石宝镇光辉村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cb08097b-a78a-4904-99cb-821fda8ac678,500233107KAC,,忠县石宝镇蓼叶村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3fd96499-8f89-4075-81f7-b71a95ce9960,500233107KAD,,忠县石宝镇咸隆村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f0561362-f8bb-497d-b498-dc81aba1831e,500233107KAE,,忠县石宝镇盐龙村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,41f6de18-71dd-430e-9584-a81716200ad6,500233110KAA,,忠县官坝镇关心村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,128d9060-3263-4cf8-899f-0168ad770554,500233110KAB,,忠县官坝镇关心村店子榜卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,29110b05-823c-4743-9143-79b287f71c67,500233110KAC,,忠县官坝镇三峰村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,43d7327e-1aeb-4ad1-b9fc-fb1d08953c93,500233110KAD,,忠县石黄镇三胜村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a022216b-495d-42f2-8b08-858f18b10378,500233110KAG,,忠县官坝镇新华村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,493d5239-9ace-414f-af18-897825d88fe0,500233110KAI,,忠县官坝镇丰收社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f39ab413-915a-4b1c-a273-644eb5ef004b,500233110KAJ,,忠县兴峰乡南天村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,eefdce6b-07d8-4b24-afa6-28adb10068a1,500233110KAK,,忠县兴峰乡三元村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cfb9e989-3f7c-4002-9454-8f0454d9da7b,500233110KAM,,忠县兴峰乡三元村河坝卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,02b4e068-a4f7-4a0b-8f04-6b319f057470,500233110KAP,,忠县兴峰乡太洪村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9ccd470b-6717-4371-806c-c12a5dec377c,500233110KAR,,忠县兴峰乡中伏村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fde243e1-b1a4-4f16-8bf0-0819fd39af68,500233110KAT,,忠县官坝镇翠柏村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9d5d1c41-34c2-4917-b607-146b3bb0872d,500233110KAV,,忠县官坝镇翠柏村保和卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b76a6928-923d-4982-b74d-69720e49bfa3,500233110KAX,,忠县官坝镇丰裕村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c7577fbd-4cd4-467f-b577-f517b29c66c8,500233110KB1,,忠县官坝镇固国村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,38a82ce7-c570-4d8f-9421-be974010b30f,500233110KB3,,忠县官坝镇龙泉村庙垭口卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,94e45976-9b4b-4a5f-8f68-8d82bf09f1f3,500233110KB5,,忠县官坝镇龙泉村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,61c30d76-e857-4e37-81b3-30470c1b3fe9,500233110KB7,,忠县官坝镇碾盘村平丰卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2e387f6e-978e-425b-9aed-51475f6d2cee,500233110KBA,,忠县官坝镇碾盘村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d1f648ae-b44a-43ac-9b27-0e8dab3e96be,500233110KBC,,忠县官坝镇赛马村左山角卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3a42560c-9054-403c-8966-1f3a8b9d68a7,500233110KBD,,忠县官坝镇赛马村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,231f1125-b6e0-4d28-9ff4-7bf571b159f5,500233110KBF,,忠县官坝镇四友村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,10054242-3c9b-441e-ad83-061182cedfca,500233111KAA,,忠县石黄镇石鲤村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,34f9dfd8-eba5-4e52-bb59-bc591e5734e4,500233111KAB,,忠县石黄镇高岭村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,34d807c0-2668-475f-98ff-802a68aa38e3,500233111KAC,,忠县石黄镇桂艳村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,057efa8f-b04e-4bd0-bb3d-5139cf8b5b92,500233111KAD,,忠县石黄镇六合村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0d1f85d3-8919-4709-bc47-e6da8aa47a9b,500233112KAC,,忠县马灌镇高渡村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,03b9b4ea-1d65-44e1-a5eb-17d583660969,500233112KAE,,忠县马灌镇白高村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7e055dd9-7c11-4a1c-beca-9397b69793ef,500233112KAF,,忠县马灌镇白高村吕家店子卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3140a428-1b62-430b-ae7d-8a33a5638bc9,500233112KAG,,忠县马灌镇龙肖村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d98f6e94-c471-4de1-b331-9a916f5217fd,500233112KAI,,忠县马灌镇果园村土墩卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,996126fe-da41-401a-988f-8972830cd291,500233113KAB,,忠县金鸡镇文桂社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,4984de7d-9981-4576-b87b-1773ccd93093,500233114KAA,,忠县新立镇中岭社区中岭场卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,4f038566-22d8-4ee2-9c81-1d65752c1f7c,500233115KAA,,忠县双桂镇双桂村爱华卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,af2a7439-547d-4320-9e89-f7eb26cd74a0,500233115KAB,,忠县双桂镇九龙村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ac6817a2-0289-4ecc-8eb9-5b69933a4e78,500233115KAD,,忠县双桂镇过桥村黄岭卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cbe9e32f-541e-4e5f-8556-85739f99dc17,500233115KAE,,忠县双桂镇赶场村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,23417910-2e4f-4743-8158-9e000f66c4a5,500233115KAF,,忠县双桂镇同德村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d242edfd-bb5c-4a18-aa8e-495a0bf4e695,500233115KAH,,忠县双桂镇莲花村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b6969c80-1269-4d4b-a09d-0d6de0edb94b,500233116AAD,,重庆市忠县拔山中学校医务室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,58c7a611-64aa-48a9-90e0-ea31faf49344,500233203KAC,,忠县石子乡金矿村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7b6541fd-d83c-4638-8b6a-23c541c500ed,500233203KAD,,忠县石子乡芋溪村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a8432126-2d86-43eb-bf0c-f1a3b928bcf0,500233206KAO,,忠县涂井乡巴山村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ca9feb40-5884-4188-a9a4-d434da0895b9,500233206KAP,,忠县涂井乡长溪村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ea51eb18-5868-4aa5-a82e-c153aea70b14,500233206KAT,,忠县涂井乡龙林村大丛村联合卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7077a264-9d4b-4184-afa8-4da90a433e0a,500233206KAY,,忠县涂井乡涂家村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,afe7d38e-d899-4e32-a6be-7b39780e371d,500233206KAZ,,忠县涂井乡万顺村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0dd5688d-8cb2-4945-bd4f-b4b3f2de594e,500233206KB0,,忠县涂井乡友谊村望江卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fdef9ac2-1955-4cfc-90a1-8c3f806017de,500233206KB1,,忠县涂井乡友谊村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1e345147-5816-413f-95c2-b3bbecb1bab6,500234001AB7,,开州区职教中心医务室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,05a8406d-9fa5-4abd-9542-995b575253e7,500234001ABG,,开州中学医务室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9ecca876-f9bd-46bf-98d4-b3273bbf2d67,500234001KAA,,重庆市开州区汉丰街道川心村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,058404d3-6c3f-4580-9a7b-bcf76bb584b0,500234001KAC,,重庆市开州区文峰街道高市村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,32f2a7b4-a6d2-4db4-8a9c-2896059e06ef,500234001KAD,区级,重庆市开州区汉丰街道红光社区卫生服务站,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2cefa994-943f-4f61-866d-455a1281698e,500234001KAE,,重庆市开州区文峰街道木桥村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bf46fa2e-a2cf-4691-ad4f-28fea52d5421,500234001KAF,,重庆市开州区汉丰街道南元村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,34c16224-a1a8-41a5-81d2-432253062ef0,500234001KAG,区级,重庆市开州区文峰街道三中社区卫生服务站,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,87f7e283-72d3-4b7b-9b1e-a1632f5cfcef,500234002KAA,,重庆市开州区镇东街道安居村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7cce9661-180a-4df2-92e9-35e75e8c629a,500234002KAB,,重庆市开州区镇东街道大丘村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d2fbfb7a-8687-462c-b645-eeb88a9f1c4b,500234002KAC,,重庆市开州区镇东街道凤凰村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,972728a6-ef5f-4006-a3a2-b3e484b6ee52,500234002KAD,,重庆市开州区镇东街道花果村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5c3e5979-dcc6-4819-8adb-4f3977407bf4,500234002KAE,,重庆市开州区镇东街道金果村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fc42c5d6-df39-452c-8990-73185ae3388a,500234002KAF,区级,重庆市开州区镇东街道睡佛社区卫生服务站,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,06239226-04db-48e7-bacf-4d9b3b77cc34,500234003KAA,,重庆市开州区丰乐街道滴水村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e190eb66-7bbb-4a7a-bfe3-c6787691c199,500234003KAB,,重庆市开州区丰乐街道光芒村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,74de861e-109d-4bcd-813f-2ba19d1ccab1,500234003KAC,,重庆市开州区丰乐街道黄陵村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,721fc2c4-ae64-49c1-a1e3-80e60c2e7005,500234003KAD,,重庆市开州区丰乐街道乌杨村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ad767071-e784-4583-a5dd-00bd0b051a2b,500234003KAE,,重庆市开州区丰乐街道迎仙村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c5fe3017-1013-4227-b1ed-96f8536b384a,500234004KAA,,重庆市开州区白鹤街道白鹤村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a1642858-d756-4c37-ac9c-ecb8664c5591,500234004KAB,,重庆市开州区白鹤街道宝安村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,918800d9-bbfe-4ec5-a79b-c6cdde9154da,500234004KAC,,重庆市开州区白鹤街道大义村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,23b934d5-11e2-4271-ad2c-1cf9c6bca580,500234004KAD,,重庆市开州区白鹤街道登云村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,85d356b3-e330-404b-82c7-7f48e48c2add,500234004KAE,,重庆市开州区白鹤街道多俏村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c8a1de1d-9385-4590-a3c8-4f94417423ad,500234004KAF,,重庆市开州区白鹤街道高楼村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,30cac446-2996-47ee-831f-84cacb5f6c61,500234004KAG,,重庆市开州区白鹤街道高尚村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ea0c701a-7394-4b75-a93a-b24988d7040d,500234004KAH,,重庆市开州区白鹤街道鹤林村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,812acf9f-40bf-4b54-9d30-84d3922886c4,500234004KAI,,重庆市开州区白鹤街道红亮村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,74657817-2cc2-4fe0-aeec-13ffd72a5dca,500234004KAJ,,重庆市开州区白鹤街道黄桷村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5e842b2a-5fc5-47a7-8cf6-0b7a6a498f46,500234004KAK,,重庆市开州区白鹤街道三合村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cbb37dbb-33e5-4a30-8728-375ac84ca6d3,500234004KAL,,重庆市开州区白鹤街道四胜村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bb7e3d7e-dae7-4e5f-8e04-a5051ead52af,500234004KAM,,重庆市开州区白鹤街道文峰村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fc7c7a3d-a560-4ca3-b87b-8c2dc0aa2ea5,500234106KAA,,重庆市开州区温泉镇白玉村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1dbdc0ff-5f30-4f08-8122-f735bb558a56,500234106KAB,,重庆市开州区温泉镇东平村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6cdbab74-53fe-4aa7-ad8f-9cff619c32ac,500234106KAC,,重庆市开州区温泉镇和平村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1aae0e72-d90c-4f7c-9541-1c4770ac9e1d,500234106KAD,,重庆市开州区温泉镇金龙村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,00f74266-e1ad-4b78-a457-f4bc52a937d9,500234106KAE,,重庆市开州区温泉镇金霞村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,62da9c25-17f7-46b0-8947-cb10f603abec,500234106KAF,,重庆市开州区温泉镇乐元村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1941597d-184c-4a67-8faa-5795c63f2982,500234106KAG,,重庆市开州区温泉镇坪梁村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f52507d0-e0b3-4dfa-9d07-96c74a85379f,500234106KAH,,重庆市开州区温泉镇清坪村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,06647346-d0d9-4172-b3cc-b2e358ce262b,500234106KAI,,重庆市开州区温泉镇双龙村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f6b60c6c-0330-47bf-b35b-38210bbff834,500234106KAJ,,重庆市开州区温泉镇顺平村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0ea9f31a-de7c-4f05-9e51-a79d54664ebf,500234106KAK,,重庆市开州区温泉镇县坝村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2fb1bf58-986b-4638-8d55-487b63058305,500234107KAA,,重庆市开州区铁桥村天安村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,18daa93c-21dd-4d6b-b06e-7c9ff6f4f73f,500234107KAB,,重庆市开州区铁桥镇黄龙村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5e675b9b-8651-4561-a428-027d169d5173,500234107KAC,,重庆市开州区铁桥镇金沙村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8edc9c72-5c1f-4ca9-b3c2-7c17dbe91311,500234107KAD,,重庆市开州区铁桥镇灵通村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,330bb2a6-ade7-4698-b421-44d88f36a7c8,500234107KAE,,重庆市开州区铁桥镇龙泉村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7595e1e6-6262-4e01-921d-c63cc7a29af3,500234107KAF,,重庆市开州区铁桥镇龙王桥卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7a51b852-1295-4a54-8556-016b0f5eb1f6,500234107KAG,,重庆市开州区铁桥镇三台村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,878eefea-20a9-4ca4-90cd-5c92a6cb7a0e,500234107KAH,,重庆市开州区铁桥镇铁桥村卫生室,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
